Code,Facility Name,Province,County,Sub County,Ward
15243,Muchukwo Dispensary,Baringo,Baringo,Baringo North,Barwessa
16476,Muchuro Dispensary,Isiolo,Isiolo,Garbatulla,Garba Tulla
23119,Mucuune Dispensary,Meru,Meru,Tigania West,Akithii
21826,Mudey Dispensary,Garissa,Garissa,Balambala,Danyere
12550,Mufu Dispensary,Embu,Embu,Runyenjes,Kyeni North
18444,Mufutu Medical Clinic,Bungoma,Bungoma,Kanduyi,Township
17510,Muga Medical Clinic,Nyandarua,Nyandarua,Oljoroorok,Weru
16272,Mugabo Dispensary,Migori,Migori,Nyatike,Muhuru
18779,Mugai Dispensary,Kakamega,Kakamega,Malava,Shirungu-mugai
15244,Mugango Dispensary,Bomet,Bomet,Bomet Central,Singorwet
12552,Mugas Clinic,Tharaka Nithi,Tharaka Nithi,Tharaka North,Gatunga
10744,Mugeka Dispensary,Muranga,Muranga,Kiharu,Gaturi
21881,Mugeka Health Clinic,Muranga,Muranga,Kiharu,Gaturi
19648,Mugi Medical Clinic,Nyeri,Nyeri,Mathira East,Konyu
22978,Mugie Conservancy Dispensary,Laikipia,Laikipia,Laikipia North,Sosian
10745,Mugoiri Dispensary,Muranga,Muranga,Kiharu,Mugoiri
17597,Mugomari Dispensary,Kakamega,Kakamega,Shinyalu,Isukha West
11675,Mugos Clinic,Lamu,Lamu,Lamu West,Bahari
12551,Mugui Consolata Clinic,Embu,Embu,Runyenjes,Kagaari North
12553,Mugui Dispensary,Embu,Embu,Runyenjes,Kagaari North
16507,Mugumo Clinic/Laboratory,Kirinyaga,Kirinyaga,Kirinyaga Central,Mutira
22525,Mugumo Dispensary,Laikipia,Laikipia,Laikipia East,Umande
23951,Mugumo Medical Centre,Kirinyaga,Kirinyaga,Kirinyaga Central,Mutira
15245,Mugumoini Dispensary (Kipkelion),Kericho,Kericho,Kipkelion East,Tendeno/Sorget
10748,Mugumoini Dispensary (Muranga South),Muranga,Muranga,Kigumo,Kahumbu
10747,Mugumo-ini Medical Clinic,Muranga,Muranga,Gatanga,Mugumo-ini
12554,Muguna Medical Clinic,Meru,Meru,Imenti South,Abogeta East
16612,Muguna West Clinic,Meru,Meru,Buuri,Ruiru/Rwawera
10749,Mugunda Dispensary,Nyeri,Nyeri,Kieni West,Mugunda
10751,Muguo Clinic,Kirinyaga,Kirinyaga,Kirinyaga Central,Mutira
15246,Mugurin Dispensary,Baringo,Baringo,Mogotio,Kisanana
18391,Mugutha Dispensary,Kiambu,Kiambu,Juja,Murera
16026,Muhabini Medical Clinic,Vihiga,Vihiga,Emuhaya,North East Bunyore
11676,Muhaka Dispensary,Kwale,Kwale,Msambweni,Kinondo
16027,Muhaka Health Centre,Kakamega,Kakamega,Khwisero,Kisa West
18788,Muhamarani Dispensary,Lamu,Lamu,Lamu West,Mkunumbi
24467,Muhindi Medical Clinic,Nyandarua,Nyandarua,Oljoroorok,Gatimu
21279,Muhonia Dispensary,Laikipia,Laikipia,Laikipia East,Ngobit
13831,Muhoroni County Hospital,Kisumu,Kisumu,Muhoroni,Muhoroni Koru
13832,Muhoroni Sugar Company (MUSCO) Dispensary,Kisumu,Kisumu,Muhoroni,Muhoroni Koru
15247,Muhotetu Dispensary,Laikipia,Laikipia,Laikipia West,Marmanet
23404,Muhotetu Medical Clinic,Laikipia,Laikipia,Laikipia West,Igwamiti
10752,Muhoya Medical Clinic,Nyandarua,Nyandarua,Kipipiri,Wanjohi
20570,Muhuru Bay VCT Centre (Nyarami),Migori,Migori,Nyatike,Muhuru
13833,Muhuru Sub-County Hospital,Migori,Migori,Nyatike,Muhuru
12556,Mui Dispensary,Kitui,Kitui,Mwingi Central,Mui
23991,Muiri-ini medical clinic,Muranga,Muranga,Kandara,Ruchu
24161,Muitik Medical Clinic,Nakuru,Nakuru,Kuresoi South,Amalo
19848,Muiywek Dispensary,Bomet,Bomet,Bomet Central,Mutarakwa
12557,Mujwa Dispensary,Meru,Meru,Imenti Central,Kiagu
20306,Mukameni Dispensary,Kitui,Kitui,Kitui Rural,Kisasi
12559,Mukangu (ACK) Dispensary,Embu,Embu,Manyatta,Ruguru-ngandori
16387,Mukangu Health Centre,Kirinyaga,Kirinyaga,Kirinyaga West,Kariti
10753,Mukarara Community Dispensary,Muranga,Muranga,Gatanga,Kihumbu-ini
21326,Mukende Health Centre,Homa Bay,Homa Bay,Suba South,Kaksingiri West
10755,Mukeu (AIC) Dispensary,Nyandarua,Nyandarua,Kinangop,Nyakio
16028,Mukhe Dispensary,Bungoma,Bungoma,Webuye West,Misikhu
16029,Mukhobola Health Centre,Busia,Busia,Bunyala,Bunyala Central
20870,Mukhuyu Dispensary,Kakamega,Kakamega,Malava,East Kabras
23969,Mukima Dispensary,Laikipia,Laikipia,Laikipia North,Segera
10756,Mukindu Dispensary,Nyandarua,Nyandarua,Olkalou,Rurii
17452,Mukinduri Chemists,Kirinyaga,Kirinyaga,Kirinyaga Central,Kanyekini
10757,Mukoe Dispensary,Muranga,Muranga,Kandara,Ithiru
16863,Mukong'a Dispensary,Kitui,Kitui,Mwingi North,Mumoni
25252,Mukonjo Dispensary,Busia,Busia,Samia,Namboboto-nambuku
16399,Mukorombosi Dispensary,Nakuru,Nakuru,Molo,Turi
12560,Mukothima Health Centre,Tharaka Nithi,Tharaka Nithi,Tharaka North,Mukothima
20658,Mukua Nima Dispensary,Kitui,Kitui,Kitui South,Athi
12561,Mukui Health Centre,Tharaka Nithi,Tharaka Nithi,Mwimbi,Ganga
16030,Mukumu Hospital,Kakamega,Kakamega,Shinyalu,Isukha South
18536,Mukunga Dispensary (Muranga North),Muranga,Muranga,Kiharu,Wangu
10758,Mukungi Dispensary,Nyandarua,Nyandarua,Kinangop,Murungaru
16435,Mukunike Dispensary,Machakos,Machakos,Kangundo,Kangundo West
10759,Mukuria Dispensary,Muranga,Muranga,Kandara,Ruchu
18463,Mukuru Health Centre,Nairobi,Nairobi,Embakasi South,Imara Daima
13101,Mukuru MMM Clinic,Nairobi,Nairobi,Embakasi South,Kwa Njenga
24924,Mukuru Sunrise Medclinic,Nairobi,Nairobi,Embakasi South,Kwa Njenga
10760,Mukurwe (PCEA) Medical Clinic,Kiambu,Kiambu,Gatundu North,Mang'u
10761,Mukurwe Dispensary,Muranga,Muranga,Gatanga,Kihumbu-ini
10763,Mukurweini District Hospital,Nyeri,Nyeri,Mukurweini,Mukurwe-ini Central
10762,Mukurweini Health Services,Nyeri,Nyeri,Mukurweini,Mukurwe-ini Central
12562,Mukusu Dispensary,Machakos,Machakos,Masinga,Masinga Central
15249,Mukutani Dispensary (East Pokot),Baringo,Baringo,Tiaty East,Tangulbei/Korossi
22910,Mukuthu Dispensary,Kitui,Kitui,Mwingi West,Kiomo/Kyethani
12563,Mukuuni Dispensary,Tharaka Nithi,Tharaka Nithi,Chuka,Magumoni
12564,Mukuuri Dispensary,Embu,Embu,Runyenjes,Kagaari North
16031,Mukuyu Dispensary,Kakamega,Kakamega,Lugari,Mautuma
21412,Mukuyu Health Centre,Homa Bay,Homa Bay,Suba South,Gwassi South
10764,Mukuyu Medical Clinic,Muranga,Muranga,Kiharu,Mbiri
12565,Mukuyuni Health Centre,Makueni,Makueni,Kaiti,Ukia
21822,Mukwa Dispensary,Bungoma,Bungoma,Bumula,Siboti
21773,Mulachi Dispensary,Bungoma,Bungoma,Webuye East,Mihuu
13834,Mulaha Dispensary,Siaya,Siaya,Alego Usonga,Siaya Township
21063,Mulai Medical Clinic,Kakamega,Kakamega,Matungu,Koyonzo
12566,Mulango (AIC) Health Centre,Kitui,Kitui,Kitui Central,Mulango
12567,Mulangoni Dispensary,Kitui,Kitui,Mwingi North,Tseikuru
23085,Mulata Dispensary,Makueni,Makueni,Makueni,Nzaui/Kilili/Kalamba
19320,Mulatya Memorial Hospital (Makindu),Makueni,Makueni,Kibwezi West,Makindu
16032,Mulele Dispensary,Vihiga,Vihiga,Vihiga,Mungoma
16482,Mulembe Clinic,Kakamega,Kakamega,Ikolomani,Idakho Central
18815,Mulembe Medical Clinic,Kakamega,Kakamega,Mumias East,Lusheya/Lubinu
15250,Mulemi Maternity and Nursing Home,Nakuru,Nakuru,Naivasha,Viwandani
22125,Mulenyu dispensary,Makueni,Makueni,Makueni,Nzaui/Kilili/Kalamba
18863,Mulika Dispensary,Meru,Meru,Tigania East,Mikinduri
16924,Muliluni Dispensary,Kitui,Kitui,Mwingi West,Kiomo/Kyethani
18451,Mulimani Medical Clinic,Kakamega,Kakamega,Lugari,Chekalini
16936,Mulinde Dispensary,Kitui,Kitui,Mwingi Central,Nguni
15251,Mulot Catholic Dispensary,Narok,Narok,Narok West,Ilmotiook
17740,Mulot Health Centre,Narok,Narok,Narok West,Ilmotiook
18519,Mulot Health Centre (Bomet),Bomet,Bomet,Bomet East,Kipreres
25191,Mulot Medical Clinic,Narok,Narok,Narok West,Ilmotiook
22168,Mulot stand alone VCT (Bomet),Bomet,Bomet,Bomet East,Kipreres
13018,Multi Media University Dispensary,Nairobi,Nairobi,Langata,Karen
18377,Multipurpose Village Health Care centre,Nakuru,Nakuru,Nakuru North,Lanet/Umoja
16416,Mulukaka clinic,Kakamega,Kakamega,Matungu,Kholera
12568,Mulundi Dispensary,Kitui,Kitui,Kitui Central,Kyangwithya East
24987,MULUNDU DISPENSARY,Vihiga,Vihiga,Hamisi,Muhudu
21787,Mulunguni Dispensary,Kilifi,Kilifi,Magarini,Marafa
12569,Mulutu Mission Dispensary,Kitui,Kitui,Kitui Central,Kyangwithya West
16033,Mulwanda Health Centre,Kakamega,Kakamega,Khwisero,Kisa Central
23581,Mumbi View medical Clinic,Muranga,Muranga,Kiharu,Township
10766,Mumbuini Dispensary,Kirinyaga,Kirinyaga,Kirinyaga South,Murinduko
16034,Mumbule Dispensary,Bungoma,Bungoma,Kanduyi,East Sang'alo
12573,Mumbuni Dispensary,Kitui,Kitui,Mwingi West,Migwani
12570,Mumbuni Dispensary (Maara),Tharaka Nithi,Tharaka Nithi,Muthambi,Muthambi
12572,Mumbuni Dispensary (Mwala),Machakos,Machakos,Mwala,Makutano/Mwala
12571,Mumbuni Health Centre (Makueni),Makueni,Makueni,Makueni,Muvau/Kikumini
12574,Mumbuni Nursing Home,Kitui,Kitui,Mwingi Central,Central
23831,Mumbuni Roadside Medical Centre,Machakos,Machakos,Machakos,Mumbuni North
25166,Mumias  Sub County Hospital,Kakamega,Kakamega,Mumias West,Mumias Central
16036,Mumias Maternity,Kakamega,Kakamega,Mumias West,Mumias Central
16035,Mumias Model Health Centre,Kakamega,Kakamega,Mumias West,Mumias Central
16038,Mumias Sugar Clinic,Kakamega,Kakamega,Mumias West,Mumias North
18714,Mummy Medical Clinic,Meru,Meru,Buuri,Kiirua/Naari
16039,Mummy's Medical Clinic,Vihiga,Vihiga,Luanda,Luanda South
12576,Mumoni Dispensary,Kitui,Kitui,Mwingi North,Mumoni
21120,Mumoni Maternity and Nursing  Home (Mwingi North),Kitui,Kitui,Mwingi North,Tseikuru
18951,Mumui Dispensary (Meru),Meru,Meru,Tigania West,Kianjai
21995,Mumui Dispensary (Nyandarua),Nyandarua,Nyandarua,Kipipiri,Githioro
20596,Munanda Dispensary,Nakuru,Nakuru,Subukia,Subukia
21044,Mundembu Dispensary,Busia,Busia,Nambale,Bukhayo East
20062,Mundika Nursing Home,Nairobi,Nairobi,Kamukunji,Airbase
20516,Mundobelwa Health Centre,Kakamega,Kakamega,Khwisero,Kisa North
16040,Mundoli Health Centre,Kakamega,Kakamega,Khwisero,Kisa Central
18658,Mundoro Community Dispensary,Kiambu,Kiambu,Gatundu South,Kiganjo
10767,Mundoro Medical Clinic,Kiambu,Kiambu,Gatundu South,Kiganjo
13102,Mundoro Medical Clinic (Dandora),Nairobi,Nairobi,Embakasi North,Dandora Area II
12577,Mundu Ta Mundu Clinic,Kitui,Kitui,Kitui East,Mutitu/Kaliku
10768,Mung'ang'a (ACK) Dispensary,Kirinyaga,Kirinyaga,Kirinyaga North/Mwea West,Wamumu
16041,Mung'ang'a Dispensary,Kakamega,Kakamega,Mumias East,East Wanga
17309,Mung'aria dispensary,Muranga,Muranga,Kandara,Ithiru
20618,Mungetho Dispensary,Nakuru,Nakuru,Kuresoi North,Nyota
22729,Mung'etho Dispensary,Kirinyaga,Kirinyaga,Kirinyaga West,Kariti
21767,Mung'oma Hospital,Vihiga,Vihiga,Vihiga,Central Maragoli
10769,Mungu Aponya Medical Clinic,Kiambu,Kiambu,Thika Town,Kamenu
22697,Mungu Dispensary,Meru,Meru,Imenti South,Mitunguu
16042,Mung'ung'u Dispensary,Kakamega,Kakamega,Matungu,Koyonzo
20672,Mungungune Dispensary,Kakamega,Kakamega,Butere,Marama West
15252,Mungwa Dispensary,Elgeyo Marakwet,Elgeyo Marakwet,Marakwet East,Embobut/Embulot
23017,mungyani dispensary,Makueni,Makueni,Makueni,Mbitini
24182,Municipal Eldoret Innoculation Clinic,Uasin Gishu,Uasin Gishu,Soy,Kuinet/Kapsuswa
22057,Munje Dispensary,Kwale,Kwale,Msambweni,Ramisi
16043,Munongo Dispensary,Busia,Busia,Matayos,Bukhayo West
16044,Munoywa Dispensary,Vihiga,Vihiga,Sabatia,Lyaduywa/Izava
10770,Mununga Dispensary,Muranga,Muranga,Kigumo,Kinyona
24626,Mununga Dispensary(Naivasha),Nakuru,Nakuru,Naivasha,Biashara
16807,Munyaka Dispensary,Nyandarua,Nyandarua,Kinangop,Gathara
10772,Munyaka Medical Clinic,Nyeri,Nyeri,Tetu,Wamagana
10773,Munyange (AIPCA) Dispensary,Nyeri,Nyeri,Nyeri South,Mahiga
17883,Munyange Gikoe Dispensary,Nyeri,Nyeri,Nyeri South,Mahiga
16045,Munyanza Nursing Home,Kakamega,Kakamega,Khwisero,Kisa Central
25099,Munyu Dispensary,Nakuru,Nakuru,Naivasha,Naivasha East
10774,Munyu Health Centre,Kiambu,Kiambu,Thika Town,Gatuanyaga
10776,Munyu-ini Dispensary,Kiambu,Kiambu,Gatundu South,Ndarugu
16046,Munyuki Dispensary,Kakamega,Kakamega,Lugari,Lumakanda
20898,Munyuni Dispensary,Kitui,Kitui,Kitui East,Mutitu/Kaliku
12578,Muono Dispensary,Kitui,Kitui,Mwingi Central,Waita
25290,MUQIM CLINIC DANABA,Wajir,Wajir,Wajir North,Danaba
17523,Mur Malanga Dispensary,Siaya,Siaya,Alego Usonga,South East Alego
15253,Muramati Dispensary,Laikipia,Laikipia,Laikipia North,Segera
12579,Murambani Dispensary,Tharaka Nithi,Tharaka Nithi,Muthambi,Muthambi
21880,Murang'a County Beyond Zero Clinic,Muranga,Muranga,Kiharu,Township
24339,Murang'a Dice,Muranga,Muranga,muranga south,Kimorori/Wempa
10777,Murang'a District Hospital,Muranga,Muranga,Kiharu,Township
22282,Murang'a Health Care Services Limited,Muranga,Muranga,Kiharu,Township
23696,Murang'a High School Dispensary,Muranga,Muranga,Kiharu,Township
16431,Murantawa Dispensary,Kajiado,Kajiado,Kajiado West,Magadi
10778,Murarandia Dispensary,Muranga,Muranga,Kiharu,Murarandia
10779,Murarandia Medical Centre,Muranga,Muranga,Kiharu,Murarandia
19732,Murarandia Medical Clinic,Muranga,Muranga,Kiharu,Murarandia
24389,Muraya Medical Centre,Nakuru,Nakuru,Gilgil,Gilgil
24100,Murera Medical Centre,Kiambu,Kiambu,Juja,Theta
10780,Mureru Dispensary,Nyeri,Nyeri,Kieni East,Gakawa
15254,Murgor Hills Dispensary,Uasin Gishu,Uasin Gishu,Turbo,Tapsagoi
15255,Murgusi Dispensary,Uasin Gishu,Uasin Gishu,Turbo,Ngenyilel
16047,Murhanda Medical Clinic,Kakamega,Kakamega,Shinyalu,Murhanda
15256,Muricho Dispensary,Nakuru,Nakuru,Rongai,Visoi
17191,Murindoku Dispensary,Nakuru,Nakuru,Kuresoi North,Kiptororo
10781,Murinduko Health Centre,Kirinyaga,Kirinyaga,Kirinyaga South,Murinduko
12580,Muringombugi Clinic,Meru,Meru,Imenti North,Ntima East
10782,Muriranjas Sub-District Hospital,Muranga,Muranga,Kiharu,Mugoiri
12581,Muriri Clinic,Meru,Meru,Tigania East,Muthara
20055,Murkwijit Dispensary,West Pokot,West Pokot,West Pokot,Mnagei
22515,Muromutua Dispensary,Meru,Meru,Igembe North,Naathu
19012,Murpus Medical Clinic,West Pokot,West Pokot,Pokot South,Batei
17277,Muruangai Dispensary,Samburu,Samburu,Samburu North,Baawa
16048,Murudef Dispensary,Kakamega,Kakamega,Ikolomani,Idakho Central
16613,Murugu Herbal Clinic,Mandera,Mandera,Mandera East,Township
16999,Muruguru Dispensary,Nyeri,Nyeri,Nyeri Central,Gatitu/Muruguru
10783,Muruguru Medical Clinic (Nyeri North),Nyeri,Nyeri,Kieni West,Mweiga
10784,Muruguru Medical Clinic (Nyeri South),Nyeri,Nyeri,Nyeri Central,Gatitu/Muruguru
10785,Muruka Dispensary,Muranga,Muranga,Kandara,Muruka
24695,Muruka modern healthcare limited,Muranga,Muranga,Kandara,Muruka
17033,Muruku Dispensary,Laikipia,Laikipia,Laikipia West,Salama
10786,Murungaru Health Centre,Nyandarua,Nyandarua,Kinangop,Murungaru
22726,Mururiini dispensary,Kirinyaga,Kirinyaga,Kirinyaga West,Kariti
11653,Muryachakwe Dispensary,Kilifi,Kilifi,Ganze,Sokoke
12582,Musalala Dispensary,Makueni,Makueni,Kaiti,Ilima
16049,Musanda (ACK) Dispensary,Kakamega,Kakamega,Mumias West,Musanda
25507,Musanda Dispensary,Kakamega,Kakamega,Mumias West,Musanda
21100,Musango Dispensary,Kakamega,Kakamega,Mumias East,Malaha/Isongo/Makunga
17507,Musau Medical Clinic,Makueni,Makueni,Kibwezi West,Emali/Mulala
20042,Musavani Dispensary,Kitui,Kitui,Mwingi North,Tseikuru
17501,Musco Clinic,Bungoma,Bungoma,Kanduyi,Musikoma
24223,Musdafa Ideal Chemist,Wajir,Wajir,Wajir South,Habasswein
18507,Muselele Dispensary,Kitui,Kitui,Kitui Rural,Kwavonza/Yatta
16865,Musembe Dispensary,Kakamega,Kakamega,Shinyalu,Isukha Central
16051,Musembe Dispensary (Lugari),Kakamega,Kakamega,Lugari,Chekalini
17447,Musengo Medical Clinic,Kitui,Kitui,Kitui West,Kauwi
22761,Musenke Dispensary,Kajiado,Kajiado,Kajiado West,Magadi
25236,Museno Alpha Medical Clinic,Kakamega,Kakamega,Shinyalu,Isukha South
20433,Muserechi Dispensary,Baringo,Baringo,Koibatek,Koibatek
12583,Museve Dispensary,Kitui,Kitui,Kitui Central,Kyangwithya East
16486,Musibiriri Dispensary,Busia,Busia,Butula,Marachi East
21701,Musikoma Dispensary,Bungoma,Bungoma,Kanduyi,Musikoma
17162,Musingini Dispensary,Machakos,Machakos,Masinga,Masinga Central
16052,Musitinyi Dispensary,Vihiga,Vihiga,Luanda,Wemilabi
18434,Muska Medical Centre,Nairobi,Nairobi,Kamukunji,California
15260,Muskut Health Centre,Elgeyo Marakwet,Elgeyo Marakwet,Keiyo South,Soy North
18660,Musoa SDA Dispensary,Makueni,Makueni,Mbooni,Tulimani
21046,Musokoto Dispensary,Busia,Busia,Nambale,Bukhayo North/Walatsi
16053,Musoli Health Clinic,Kakamega,Kakamega,Ikolomani,Idakho Central
16938,Musovo Dispensary,Kitui,Kitui,Mwingi Central,Nguni
23605,Mustaqbal Northern Medicare,Garissa,Garissa,Garissa,Iftin
24393,Mustaqiim Nursing Home,Mandera,Mandera,Mandera East,Township
22908,Musuani Medical Centre,Kitui,Kitui,Mwingi West,Kyome/Thaana
16247,Musukini Dispensary,Kitui,Kitui,Mwingi Central,Central
22026,Musumaa Dispensary,Machakos,Machakos,Masinga,Masinga Central
21422,Musunguti Dispensary,Vihiga,Vihiga,Vihiga,Mungoma
22370,Musyi Medical Clinic,Machakos,Machakos,Mwala,Makutano/Mwala
18565,Mutanda Dispensary,Kitui,Kitui,Kitui West,Kauwi
15261,Mutara Dispensary,Laikipia,Laikipia,Laikipia West,Salama
15262,Mutarakwa Dispensary (Molo),Nakuru,Nakuru,Njoro,Kihingo
10788,Mutarakwa Dispensary (Nyandarua South),Nyandarua,Nyandarua,Kinangop,Gathara
20401,Mutati Dispensary,Kiambu,Kiambu,Gatundu South,Kiamwangi
13103,Muteithania Medical Clinic,Nairobi,Nairobi,Dagoretti North,Kabiro
19881,Mutelai Dispensary,Meru,Meru,Tigania West,Athwana
12584,Mutembuku Dispensary,Makueni,Makueni,Mbooni,Kalawa
16222,Mutethia Clinic,Meru,Meru,Imenti North,Municipality
18931,Mutethia Clinic Magutuni,Tharaka Nithi,Tharaka Nithi,Mwimbi,Mwimbi
17661,Mutethia Kiraone Nursing Home,Meru,Meru,Igembe South,Athiru Gaiti
10789,Mutethia Medical Clinic (Nyeri South),Nyeri,Nyeri,Nyeri Central,Ruring'u
12585,Mutethya Medical Clnic,Machakos,Machakos,Yatta,Kithimani
12586,Mutha Health Centre,Kitui,Kitui,Kitui South,Mutha
10790,Muthaara Dispensary,Kiambu,Kiambu,Juja,Witeithie
17450,Muthale East Medical Clinic,Kitui,Kitui,Kitui West,Mutongoni
12587,Muthale Mission Hospital,Kitui,Kitui,Kitui West,Mutongoni
18899,Muthale Mission Hospital Satelite Clinic,Kitui,Kitui,Kitui Central,Township
12588,Muthambi Dispensary,Tharaka Nithi,Tharaka Nithi,Muthambi,Muthambi
12589,Muthambi Health Centre,Tharaka Nithi,Tharaka Nithi,Muthambi,Muthambi
22905,Muthangira Dispensary,Nyeri,Nyeri,Kieni West,Mugunda
12590,Muthanthara Dispensary,Embu,Embu,Mbeere North,Evurore
12591,Muthara Sub-District Hospital,Meru,Meru,Tigania East,Muthara
15263,Muthegera Dispensary,Laikipia,Laikipia,Laikipia West,Igwamiti
10791,Mutheru Dispensary,Muranga,Muranga,Kandara,Ruchu
12592,Muthesya Dispensary,Machakos,Machakos,Masinga,Muthesya
12593,Muthetheni Health Centre,Machakos,Machakos,Mwala,Muthetheni
12594,Muthetheni Mission Health Centre,Machakos,Machakos,Mwala,Muthetheni
20994,Mutheu Edel Medical Clinic (Ulilinzi),Makueni,Makueni,Kibwezi East,Masongaleni
10792,Muthinga Medical Clinic,Nyeri,Nyeri,Tetu,Aguthi-gaaki
20805,Muthingiini Dispensary,Makueni,Makueni,Kibwezi East,Ivingoni/Nzambani
16175,Muthithi (PCEA) Dispensary,Muranga,Muranga,Kigumo,Muthithi
10793,Muthithi Dispensary,Muranga,Muranga,Kigumo,Muthithi
24714,Muthoni Medical Clinic,Nyeri,Nyeri,Mathira West,Ruguru
17606,Muthue Dispensary,Kitui,Kitui,Kitui South,Kanziku
18673,Muthungue Dispensary (Kitui),Kitui,Kitui,Kitui East,Voo/Kyamatu
20807,Muthungue Dispensary (Makueni),Makueni,Makueni,Kibwezi East,Thange
24139,Muthunzuu Dispensary,Kitui,Kitui,Mwingi West,Migwani
25022,Muthure Medical Clinic,Kiambu,Kiambu,Kabete,Gitaru
25557,Muthure Wellness Health Services,Kiambu,Kiambu,Kabete,Gitaru
13104,Muthurwa Clinic,Nairobi,Nairobi,Starehe,Landimawe
10794,Muthuthiini Dispensary,Nyeri,Nyeri,Mukurweini,Gikondi
10795,Muthuthiini Medical Clinic,Nyeri,Nyeri,Mukurweini,Gikondi
16614,Mutidwa Chemist,Mandera,Mandera,Mandera East,Neboi
12596,Mutiluni Dispensary,Makueni,Makueni,Kilome,Mukaa
18707,Mutindwa clinic  and lab,Meru,Meru,Imenti North,Municipality
12597,Mutindwa Dispensary,Tharaka Nithi,Tharaka Nithi,Mwimbi,Chogoria
16615,Mutindwa Laboratory,Meru,Meru,Imenti North,Municipality
16616,Mutindwa Med Clinic,Meru,Meru,Imenti North,Municipality
16054,Muting'ong'o Dispensary,Kakamega,Kakamega,Malava,Chemuche
18132,Mutini Dispensary,Makueni,Makueni,Makueni,Kathonzweni
17379,Mutiokiama Health Centre,Meru,Meru,Igembe South,Akachiu
12598,Mutionjuri Health Centre,Meru,Meru,Tigania West,Kianjai
10796,Mutira (ACK) Dispensary,Kirinyaga,Kirinyaga,Kirinyaga Central,Mutira
10797,Mutira Laboratory,Kirinyaga,Kirinyaga,Kirinyaga Central,Mutira
18349,Mutithi Dispensary,Muranga,Muranga,muranga south,Makuyu
10798,Mutithi Health Centre,Kirinyaga,Kirinyaga,Kirinyaga North/Mwea West,Mutithi
12599,Mutito Catholic Dispensary,Kitui,Kitui,Kitui East,Mutitu/Kaliku
10799,Mutitu Community Dispensary,Kirinyaga,Kirinyaga,Kirinyaga Central,Kanyekini
12600,Mutitu Dispensary,Machakos,Machakos,Kathiani,Kathiani Central
10800,Mutitu Gikondi Medical Clinic,Nyeri,Nyeri,Mukurweini,Gikondi
12601,Mutitu Sub County Hospital,Kitui,Kitui,Kitui East,Mutitu/Kaliku
12602,Mutituni Health Centre,Machakos,Machakos,Machakos,Mutituni
21145,Mutituni Hope Medical Clinic,Machakos,Machakos,Machakos,Mutituni
16460,Mutiva Dispensary,Vihiga,Vihiga,Hamisi,Banja
18911,Mutomo Health Clinic,Kitui,Kitui,Kitui South,Mutomo
20341,Mutomo Medical Services,Kitui,Kitui,Kitui South,Mutomo
12603,Mutomo Sub County Hospital,Kitui,Kitui,Kitui South,Mutomo
18945,Mutoni Medical Clinic,Kakamega,Kakamega,Likuyani,Nzoia
19932,Mutonya Dispensary,Kiambu,Kiambu,Ruiru,Gatongora
19237,Mutuati Catholic Mission Hospital,Meru,Meru,Igembe North,Amwathi
12606,Mutuati Nursing Home,Meru,Meru,Igembe North,Naathu
12605,Mutuati Sub-County Hospital,Meru,Meru,Igembe North,Amwathi
22953,Mutuati Uzima Medcare Clinic,Meru,Meru,Igembe North,Amwathi
13105,Mutuini Sub-District Hospital,Nairobi,Nairobi,Dagoretti South,Mutu-ini
18102,Mutukanio ACK Dispensary,Nakuru,Nakuru,Njoro,Kihingo
12607,Mutukya Dispensary,Kitui,Kitui,Kitui Central,Miambani
20982,Mutula Health Clinic,Makueni,Makueni,Makueni,Mbitini
18008,Mutulani Dispensary,Makueni,Makueni,Kaiti,Kee
20970,Mutulani Dispensary (Kaiti),Makueni,Makueni,Kaiti,Kee
12608,Mutulu (AIC) Dispensary,Kitui,Kitui,Kitui West,Mutongoni
12609,Mutune Dispensary,Kitui,Kitui,Kitui Central,Kyangwithya East
24362,Mutune Dispensary(GOK),Kitui,Kitui,Kitui Central,Kyangwithya East
23065,Mutunga Diagnostic center limited,Kiambu,Kiambu,Thika Town,Township
18289,Mutunguru PCEA Dispensary,Meru,Meru,Imenti South,Igoji West
22579,Mutunyi Dispensary (Buuri),Meru,Meru,Buuri,Kisima
22578,Mutunyi Dispensary (Meru),Meru,Meru,Buuri,Kisima
25087,Mutuobare Dispensary,Embu,Embu,Mbeere South,Kiambere
21675,Mutuyu Dispensary,Machakos,Machakos,Kalama,Kalama
19933,Mutwangombe Dispensary,Kitui,Kitui,Mwingi Central,Waita
12610,Mutyambua hospital,Makueni,Makueni,Makueni,Mbitini
12611,Mutyangome Dispensary,Kitui,Kitui,Mwingi Central,Nuu
19903,Muua Dispensary,Makueni,Makueni,Kilome,Kasikeu
12612,Muumandu Health Center,Machakos,Machakos,Kalama,Kola
24994,Muungano Dispensary (Kwale),Kwale,Kwale,Matuga,Tiwi
19751,Muungano Dispensary (Trans Nzoia),Trans Nzoia,Trans Nzoia,Kwanza,Keiyo
24061,Muuru Dispensary,Meru,Meru,Igembe Central,Igembe East
12613,Muusini Dispensary,Machakos,Machakos,Mwala,Masii
18413,Muusini Dispensary (Makueni),Makueni,Makueni,Makueni,Mavindini
12614,Muutine Med Clinic,Meru,Meru,Igembe Central,Njia
12615,Muutiokiama Health Centre,Meru,Meru,Imenti South,Abogeta East
