Code,Facility Name,Province,County,Sub County,Ward
14180,10 Engineer VCT,Laikipia,Laikipia,Laikipia East,Nanyuki
17486,12 Engineers,Kiambu,Kiambu,Thika Town,Hospital
18772,360 MEDICARE CLINIC,Nyamira,Nyamira,Manga,Manga
14181,3KR Health Centre,Nakuru,Nakuru,Nakuru East,Menengai
11917,78 Tank Battalion Dispensary,Isiolo,Isiolo,Isiolo,Wabera
13043,7KR MRS Health Centre,Nairobi,Nairobi,Langata,Mugumo-ini
14182,8th Street Clinic,Kajiado,Kajiado,Kajiado West,Ewuaso Oo Nkidong'i
18137,A to Z Quality Health Family Health Services,Nakuru,Nakuru,Njoro,Njoro
15837,A.C.K Butonge Dispensary,Bungoma,Bungoma,Sirisia,Malakisi/South Kulisiru
20346,AAR Adams Health Centre,Nairobi,Nairobi,Westlands,Kangemi
12861,AAR City Centre Clinic,Nairobi,Nairobi,Starehe,Nairobi Central
16796,AAR Clinic Sarit Centre (Westlands),Nairobi,Nairobi,Westlands,Parklands/Highridge
23439,AAR Donholm,Nairobi,Nairobi,Embakasi East,Upper Savannah
18178,AAR Eldoret,Uasin Gishu,Uasin Gishu,Soy,Kuinet/Kapsuswa
19958,AAR Gwh Health Care Ltd,Nairobi,Nairobi,Dagoretti North,Kilimani
20405,AAR Health Care,Nairobi,Nairobi,Embakasi East,Embakasi
21981,AAR Health Care Ruaka,Kiambu,Kiambu,Kiambaa,Ndenderu
20956,AAR Health Care-Kisumu,Kisumu,Kisumu,Kisumu Central,Market Milimani
20940,AAR Healthcare,Kiambu,Kiambu,Thika Town,Township
24542,AAR Healthcare (K) Limited,Nairobi,Nairobi,Langata,South C
23611,AAR Healthcare buruburu,Nairobi,Nairobi,Makadara,Harambee
18859,AAR Healthcare Limited (Karen),Nairobi,Nairobi,Langata,Karen
12862,AAR Kariobangi Clinic,Nairobi,Nairobi,Kasarani,Mwiki
11194,AAR Medical Services (Docks),Mombasa,Mombasa,Mvita,Shimanzi/Ganjoni
20140,AAR Mountain mall,Nairobi,Nairobi,Roysambu,Roysambu
14183,AAR Nakuru Clinic,Nakuru,Nakuru,Nakuru West,London
21862,AAR Ngong Clinic,Kajiado,Kajiado,Kajiado North,Ngong
22165,AAR Nyali Heallthcare(K) LTD Nyali,Mombasa,Mombasa,Nyali,Ziwa La Ng'ombe
12863,AAR Thika Road Clinic,Nairobi,Nairobi,Roysambu,Roysambu
18821,Abakaile Dispensary,Garissa,Garissa,Dadaab,Abakaile
13265,Abakore Sub District Hospital,Wajir,Wajir,Wajir South,Habasswein
12864,Abandoned Child Care,Nairobi,Nairobi,Dagoretti South,Uthiru/Ruthimitu
19484,Abby Medical Clinic,Nairobi,Nairobi,Westlands,Kangemi
12126,ABC Thange Dispensary,Makueni,Makueni,Kibwezi East,Thange
24214,ABDALLAH & ASSOCIATES DENTAL AND IMPLANT CENTRE,Nairobi,Nairobi,Starehe,Nairobi Central
17009,Abdisamad Dispensary,Garissa,Garissa,Balambala,Sankuri
20689,Abdiwaqo Dispensary,Wajir,Wajir,Eldas,Della
10002,Aberdare  Medical & Surgical Clinic,Nyeri,Nyeri,Nyeri South,Iria-ini
21416,Aberdare Medical Centre Ltd,Muranga,Muranga,Kigumo,Kangari
13461,Abidha Health Centre,Siaya,Siaya,Rarieda,East Asembo
24008,Abigael Health Care Centre,Uasin Gishu,Uasin Gishu,Kesses,Cheptiret/Kipchamo
24871,ABISHAG MEDICAL CLINIC,Nyandarua,Nyandarua,Oljoroorok,Weru
16716,Able Medical Clinic,Kakamega,Kakamega,Shinyalu,Isukha Central
23541,Aboge Health Centre,Kisumu,Kisumu,Kisumu West,West Kisumu
15789,Aboloi Dispensary,Busia,Busia,Teso North,Ang'urai South
19441,ABRA Health Services,Nairobi,Nairobi,Embakasi East,Upper Savannah
19562,Abraham Memorial Nursing Home,Nairobi,Nairobi,Westlands,Kangemi
10004,Abrahams Clinic,Kirinyaga,Kirinyaga,Kirinyaga Central,Inoi
21999,ABRAR HEALTH SERVICES-BANISA,Mandera,Mandera,Banissa,Banissa
20524,Absalom Wangulu Dispensary,Kisumu,Kisumu,Nyando,Kobura
19897,Abundant Life Clinic,Kisumu,Kisumu,Kisumu Central,Nyalenda B
23596,Abundant Medical Clinic,Kiambu,Kiambu,Kabete,Kabete
25228,Abuoro Dispensary,Homa Bay,Homa Bay,Ndhiwa,Kanyamwa Kologi
19980,Acacia Clinic,Nairobi,Nairobi,Dagoretti North,Kileleshwa
14184,Acacia Medicare Clinic,Kajiado,Kajiado,Kajiado North,Ngong
25052,ACC&S Chomo Community Dispensary,Muranga,Muranga,Gatanga,Gatanga
18965,Acc&s Kariua Dispensary,Muranga,Muranga,Kandara,Gaichanjiru
24937,ACC&S Kigumo Dispensary,Muranga,Muranga,Kigumo,Kigumo
19467,Access Afya Kenya Medical Clinic,Nairobi,Nairobi,Starehe,Nairobi South
23850,Access Afya Kiambiu,Nairobi,Nairobi,Kamukunji,Eastleigh South
24002,Access Afya Kwa Reuben Clinic,Nairobi,Nairobi,Embakasi South,Kwa Reuben
24878,Access Afya Mathare,Nairobi,Nairobi,Mathare,Mabatini
21158,Access Afya Medical Centre,Nairobi,Nairobi,Embakasi South,Kwa Reuben
20823,Ace Africa (K) Wellness Centre,Bungoma,Bungoma,Kanduyi,Khalaba
12791,Acef Ena Health Centre,Embu,Embu,Runyenjes,Kagaari South
11918,ACK Dispensary (Isiolo),Isiolo,Isiolo,Isiolo,Burat
17513,ACK Dr Pike Roper Medical Center,Bungoma,Bungoma,Kanduyi,East Sang'alo
24590,ACK Emmanuel Mission Hospital,Kiambu,Kiambu,Kikuyu,Kikuyu
21355,ACK Ikulu Faith Dispensary,Machakos,Machakos,Kangundo,Kangundo North
23707,ACK Kaganda Church Dispensary,Muranga,Muranga,Kiharu,Murarandia
18964,ACK Leah Njoki Dispensary,Muranga,Muranga,Kiharu,Wangu
19651,ACK Mwingi CHBC Clinic,Kitui,Kitui,Mwingi Central,Central
22609,ACK Nguni Annex Clinic,Kitui,Kitui,Mwingi Central,Nguni
15369,ACK Nturumeti Dispensary,Narok,Narok,Narok East,Mosiro
22303,ACK OTARO COMMUNITY DISPENSARY,Homa Bay,Homa Bay,Homa Bay Town,Homa Bay East
24879,ACK St. Stephen's Ralak Medical Clinic,Siaya,Siaya,Ugenya,North Ugenya
11195,Acode Medical Clinic Maungu,Taita Taveta,Taita Taveta,Voi,Marungu
23390,Action Ministry Clinic,Kwale,Kwale,Msambweni,Ramisi
13266,Adadijolle Dispensary,Wajir,Wajir,Wajir North,Bute
11196,ADC Danisa Dispensary,Kilifi,Kilifi,Magarini,Adu
13267,Ademasajida Dispensary,Wajir,Wajir,Wajir West,Ademasajide
20357,Adenawale Dispensary,Wajir,Wajir,Wajir West,Arbajahan
13463,Adiedo Dispensary,Homa Bay,Homa Bay,Karachuonyo,Kanyaluo
13464,Administration Police Dispensary (Kisumu),Kisumu,Kisumu,Kisumu Central,Railways
18171,Administration Police Senior Staff College Dispensary,Kajiado,Kajiado,Kajiado East,Kenyawa-poka
20479,Adoma Medical Clinic,Migori,Migori,Awendo,Central Sakwa
23590,Adonai Medical Clinic,Kakamega,Kakamega,Shinyalu,Isukha Central
22344,Adonai Medical Services,Kiambu,Kiambu,Kiambaa,Ndenderu
21294,Adopta Life Foundation (Ruai),Nairobi,Nairobi,Kasarani,Ruai
24093,Adora Children's Clinic,Kajiado,Kajiado,Kajiado East,Kitengela
11198,Adu Dispensary,Kilifi,Kilifi,Magarini,Adu
21741,Adungosi Medical Clinic,Busia,Busia,Teso South,Chakol South
14185,Adurkoit Dispensary,West Pokot,West Pokot,West Pokot,Riwo
24675,Advent Medicare and Maternity Center,Nakuru,Nakuru,Rongai,Menengai West
18535,Adventist Centre for Care and Support,Nairobi,Nairobi,Dagoretti North,Kilimani
23406,AFARSHANLE DISPENSARY,Wajir,Wajir,Wajir East,Wagberi
25435,Aflah Medical Centre,Lamu,Lamu,Lamu West,Hindi
23567,Afnaan Health Care Services,Garissa,Garissa,Garissa,Township
18382,Afraha Maternity and Nursing Home,Nakuru,Nakuru,Nakuru East,Biashara
13268,Africa Inland Church Dispensary,Wajir,Wajir,Wajir East,Wagberi
25539,Africa Inuka Hospital,Kisumu,Kisumu,Kisumu Central,Market Milimani
20848,Africa Muslim Agency Dispensary,Isiolo,Isiolo,Garbatulla,Garba Tulla
20320,Africa Muslim Agency Dispensary (Kilifi),Kilifi,Kilifi,Kilifi North,Kibarani
20090,African Divine Church VCT,Nairobi,Nairobi,Westlands,Karura
15034,Africana Mall Healthcare Limited,Turkana,Turkana,Turkana Central,Lodwar Township
23889,Africare Kisumu MEDANTA,Kisumu,Kisumu,Kisumu Central,Market Milimani
23455,Africare Limited - (Nakuru),Nakuru,Nakuru,Nakuru East,Biashara
22916,Africare Limited Embakasi Clinic,Nairobi,Nairobi,Embakasi South,Imara Daima
13181,Africare Ltd (South C),Nairobi,Nairobi,Langata,South C
22867,Africare Ltd Forts building,Nairobi,Nairobi,Kibra,Woodley/Kenyatta Golf Course
22639,Africare Ltd Karen Clinic,Nairobi,Nairobi,Langata,Karen
23189,Africare Ltd Medica (TRM),Nairobi,Nairobi,Roysambu,Roysambu
22866,Africare Ltd NHIF clinic,Nairobi,Nairobi,Kibra,Woodley/Kenyatta Golf Course
23732,Africare Ltd Thika Clinic,Kiambu,Kiambu,Thika Town,Township
24781,Afrismart Group of Hospitals LTD,Nairobi,Nairobi,Embakasi South,Pipeline
17335,Afwein Dispensary,Garissa,Garissa,Lagdera,Baraki
19162,Afwene Clinic,Garissa,Garissa,Garissa,Galbet
10014,Afya  bora Medical Clinic mukurwe-ini,Nyeri,Nyeri,Mukurweini,Gikondi
17577,Afya Bora Clinic,Kirinyaga,Kirinyaga,Kirinyaga North/Mwea West,Thiba
11919,Afya Bora Clinic (Meru South),Tharaka Nithi,Tharaka Nithi,Chuka,Karingani
17819,Afya Bora Clinic (Mutomo),Kitui,Kitui,Kitui South,Mutomo
10011,Afya Bora Clinic (Mwea),Kirinyaga,Kirinyaga,Kirinyaga North/Mwea West,Mutithi
22740,Afya Bora Clinic(Busia),Busia,Busia,Matayos,Burumba
19515,Afya Bora Health Care,Nairobi,Nairobi,Westlands,Kangemi
19794,Afya Bora Health Clinic,Nyandarua,Nyandarua,Oljoroorok,Weru
16491,Afya Bora Medical Clinic (CFW Clinic Gichugu),Kirinyaga,Kirinyaga,Kirinyaga East,Njukiine
23130,Afya Bora Medical Clinic (Kwale),Kwale,Kwale,Lunga Lunga,Vanga
11200,Afya Bora Medical Clinic (Magarini),Kilifi,Kilifi,Magarini,Adu
23387,Afya Bora Medical Clinic (Meru),Meru,Meru,Imenti North,Ntima East
21165,Afya Bora Medical Clinic (Mirangine),Nyandarua,Nyandarua,Olkalou,Mirangine
10007,Afya Bora Medical Clinic (Muchagara),Kirinyaga,Kirinyaga,Kirinyaga East,Karumandi
19551,Afya Bora Medical Clinic (Nairobi),Nairobi,Nairobi,Westlands,Kangemi
10008,Afya Bora Medical Clinic (Nyeri South),Nyeri,Nyeri,Mukurweini,Mukurwe-ini Central
19662,Afya Bora Medical Clinic (Trans Nzoia),Trans Nzoia,Trans Nzoia,Saboti,Matisi
14186,Afya Bora Medical Clinic (Turkana Central),Turkana,Turkana,Turkana Central,Lodwar Township
24741,Afya Diabetic Support Centre,Kiambu,Kiambu,Kikuyu,Kinoo
14187,Afya Frank Medical Clinic,Kajiado,Kajiado,Kajiado North,Nkaimurunya
18486,Afya Health Care,Nairobi,Nairobi,Roysambu,Githurai
23278,Afya Health Essentials (Kangari),Muranga,Muranga,Kigumo,Kangari
10009,Afya Health Services,Nyeri,Nyeri,Mukurweini,Mukurwe-ini Central
20380,Afya Health System Hospital,Homa Bay,Homa Bay,Homa Bay Town,Homa Bay Central
18344,Afya House Dispensary,Nairobi,Nairobi,Dagoretti North,Kilimani
21925,Afya International Hospital,Kilifi,Kilifi,Magarini,Sabaki
10015,Afya Juja Clinic,Kiambu,Kiambu,Juja,Juja
24539,Afya Kabel Medical Clinic,Baringo,Baringo,Marigat,Mochongoi
22558,Afya Kimbilio Medical Clinic,Nakuru,Nakuru,Gilgil,Mbaruk/Eburu
22887,Afya Link Medical Centre,Kirinyaga,Kirinyaga,Kirinyaga South,Tebere
22539,Afya Mashinani Medical Centre (Gachami),Nyeri,Nyeri,Nyeri South,Mahiga
18845,Afya Medical Centre,Mombasa,Mombasa,Nyali,Kadzandani
13269,Afya Medical Clinic (Garissa),Garissa,Garissa,Garissa,Township
11920,Afya Medical Clinic (Kangundo),Machakos,Machakos,Matungulu,Matungulu East
10006,Afya Medical Clinic (Kirinyaga),Kirinyaga,Kirinyaga,Kirinyaga South,Tebere
20265,Afya Medical Clinic (Mbaruk),Nakuru,Nakuru,Gilgil,Mbaruk/Eburu
16556,Afya Medical clinic (Meru),Meru,Meru,Buuri,Timau
17566,Afya Medical Clinic (Munyaka),Nyandarua,Nyandarua,Kinangop,Gathara
10010,Afya Medical Clinic (Muranga North),Muranga,Muranga,Kangema,Rwathia
18440,Afya Medical Clinic (Nakuru),Nakuru,Nakuru,Nakuru East,Kivumbuni
22881,Afya Medical Clinic (Bahati),Nakuru,Nakuru,Nakuru North,Kiamaina
19802,Afya Medical Clinic (Nyandarua),Nyandarua,Nyandarua,Ndaragwa,Leshau/Pondo
10013,Afya Medical Clinic (Nyeri North),Nyeri,Nyeri,Mathira East,Karatina Town
13270,Afya Medical Clinic and Nursing Home (Wajir East),Wajir,Wajir,Wajir East,Township
18009,Algadir Medical Centre,Nakuru,Nakuru,Nakuru East,Biashara
20250,Afya Medical Clinic(Dagoretti Market),Nairobi,Nairobi,Dagoretti South,Mutu-ini
18730,Afya Medical Clinic(Meru),Meru,Meru,Imenti North,Ntima West
19131,Afya Medical Laboratory,Meru,Meru,Buuri,Kiirua/Naari
22937,Afya Medical Ngambo Clinic,Nakuru,Nakuru,Nakuru West,Kapkures
19645,Afya Medicare Clinic,Nyeri,Nyeri,Kieni East,Naromoru/Kiamathaga
24320,Afya Nafuu Clinic,Kajiado,Kajiado,Kajiado West,Keekonyokie
11921,Afya Njema Clinic,Machakos,Machakos,Athi River,Athi River
18021,Afya Njema Medical Clinic (Nyeri North),Nyeri,Nyeri,Kieni East,Naromoru/Kiamathaga
18428,Afya Nursing Home (Moyale),Marsabit,Marsabit,Moyale,Moyale Township
24613,Afya Rite Medical Clinic,Kirinyaga,Kirinyaga,Kirinyaga West,Kiine
23047,Afyacare health services,Kiambu,Kiambu,Thika Town,Kamenu
20830,Afyafirst Medical Center,Mombasa,Mombasa,Mvita,Tudor
22614,Afyalink Medical Laboratories,Kirinyaga,Kirinyaga,Kirinyaga South,Nyangati
19397,Afyamax medical & centre dental,Nairobi,Nairobi,Roysambu,Zimmerman
24577,Afyamax Medical Clinic,Meru,Meru,Imenti North,Ntima East
18552,Afyastar Medical Clinic,Kiambu,Kiambu,Ruiru,Mwihoko
25096,Afyazuri Medical Clinic,Nakuru,Nakuru,Nakuru East,Biashara
24919,Aga Khan  Bomet,Bomet,Bomet,Bomet Central,Silibwet Township
20236,Aga Khan Clinic (Eastleigh),Nairobi,Nairobi,Kamukunji,Eastleigh North
18223,Aga Khan Clinic Kitengela,Kajiado,Kajiado,Kajiado East,Oloosirkon/Sholinke
24782,Aga Khan Health Service (Narok),Narok,Narok,Narok North,Narok Town
20557,Aga Khan Health Service Bungoma Centre,Bungoma,Bungoma,Kanduyi,Khalaba
24036,Aga Khan Health Services (Mtwapa),Kilifi,Kilifi,Kilifi South,Shimo La Tewa
12867,Aga Khan Hospital,Nairobi,Nairobi,Westlands,Parklands/Highridge
13465,Aga Khan Hospital (Kisumu),Kisumu,Kisumu,Kisumu Central,Market Milimani
11203,Aga Khan Hospital (Mombasa),Mombasa,Mombasa,Mvita,Shimanzi/Ganjoni
23622,Aga khan Hospital Kilifi,Kilifi,Kilifi,Kilifi North,Sokoni
20390,Aga Khan Hospital Medical Clinic (Juja),Kiambu,Kiambu,Juja,Kalimoni
14189,Aga Khan Hospital Medical Clinic (Ongata Rongai),Kajiado,Kajiado,Kajiado North,Nkaimurunya
25180,Aga khan Hospital-Nyali,Mombasa,Mombasa,Nyali,Ziwa La Ng'ombe
19457,Aga Khan Medical Centre (Greenspan),Nairobi,Nairobi,Embakasi East,Upper Savannah
23667,Aga Khan Medical Centre (Kapsabet),Nandi,Nandi,Emgwen,Kapsabet
23443,Aga Khan Medical Centre (Thika),Kiambu,Kiambu,Thika Town,Township
20176,Aga Khan Medical Centre Kericho,Kericho,Kericho,Ainamoi,Kipchebor
20824,Aga Khan Medical Clinic (Kitale),Trans Nzoia,Trans Nzoia,Saboti,Matisi
20065,Aga Khan Medical Clinic (laikipia east),Laikipia,Laikipia,Laikipia East,Nanyuki
23631,Aga khan Medical Clinic Ruaka,Kiambu,Kiambu,Kiambaa,Ndenderu
25205,AGA KHAN ROYSAMBU MEDICAL AND DIALYSIS CENTRE,Nairobi,Nairobi,Roysambu,Roysambu
22772,Aga Khan University Hosp Mother & Child Clinic,Nairobi,Nairobi,Embakasi Central,Komarock
12868,Aga Khan University Hospital (Buruburu),Nairobi,Nairobi,Makadara,Harambee
20404,Aga Khan University Hospital (Capital Centre),Nairobi,Nairobi,Langata,South C
19223,Aga Khan University Hospital (Embu),Embu,Embu,Manyatta,Kirimari
24528,Aga Khan University Hospital Clinic,Nairobi,Nairobi,Roysambu,Roysambu
19335,Aga Khan University Hospital Clinic (Naivasha),Nakuru,Nakuru,Naivasha,Viwandani
20205,Aga Khan University Hospital Kiambu Clinic,Kiambu,Kiambu,Kiambu Town,Township
18738,Aga Khan University Hospital(Machakos),Machakos,Machakos,Machakos,Machakos Central
21293,Aga Khan University Hospital(Njiru),Nairobi,Nairobi,Kasarani,Ruai
20254,Aga Khan University Medical Centre ( Kikuyu),Kiambu,Kiambu,Kikuyu,Kikuyu
22788,Agah Khan Clinic (Ngong),Kajiado,Kajiado,Kajiado North,Ngong
21029,Agakhan Clinic (Kisii),Kisii,Kisii,Kitutu Chache South,Kitutu Central
22053,Agakhan Medical Centre (Busia),Busia,Busia,Matayos,Burumba
20226,Agakhan Medical Centre Nakuru,Nakuru,Nakuru,Nakuru East,Biashara
24779,Agakhan Medical Clinic,Taita Taveta,Taita Taveta,Voi,Mbololo
18894,Agakhan University Clinic (Embakasi),Nairobi,Nairobi,Embakasi East,Embakasi
23405,Agakhan University Hospital Valley Arcade Clinic,Nairobi,Nairobi,Dagoretti North,Kilimani
23487,Agano Medical Clinic,Meru,Meru,Imenti South,Mitunguu
23858,Agape Medical Clinic (Otimong),Busia,Busia,Teso South,Chakol South
13466,Agawo Dispensary,Homa Bay,Homa Bay,Rachuonyo South,East Kamagak
14190,AGC Baby Health Centre,Nakuru,Nakuru,Rongai,Mosop
13467,Agenga Dispensary,Migori,Migori,Nyatike,North Kadem
15790,Ageng'a Dispensary (Samia),Busia,Busia,Samia,Ageng'a Nanguba
22530,Ager community dispensary,Homa Bay,Homa Bay,Karachuonyo,Wang'chieng
16452,Agma Clinic,Nandi,Nandi,Emgwen,Chepkumia
19815,Agro Chemical Dispensary (Muhoroni),Kisumu,Kisumu,Muhoroni,Muhoroni Koru
10017,Aguthi Dispensary,Nyeri,Nyeri,Tetu,Aguthi-gaaki
10018,Ahadi Health and Maternity Services,Kiambu,Kiambu,Lari,Nyanduma
17197,Ahadi Maternity Medical Centre,Kiambu,Kiambu,Lari,Nyanduma
16516,Ahadi Medical clinic,Kilifi,Kilifi,Kaloleni,Mariakani
23599,Ahava Medical Centre,Kisumu,Kisumu,Kisumu East,Manyatta B
23327,Ahero Annex Healthcare Ltd,Kisumu,Kisumu,Nyando,Ahero
13468,Ahero County Hospital,Kisumu,Kisumu,Nyando,Ahero
18291,Ahero Medical Centre,Kisumu,Kisumu,Nyando,Awasi/Onjiko
14191,Ahero Medical Clinic,Nakuru,Nakuru,Nakuru North,Kiamaina
17445,AHF EMALI Clinic,Makueni,Makueni,Kibwezi West,Emali/Mulala
18804,AHF Soko Clinic,Mombasa,Mombasa,Nyali,Kongowea
15791,Ahmadiya Hospital,Kakamega,Kakamega,Mumias East,Lusheya/Lubinu
18835,AIC Biribiriet Dispensary,Trans Nzoia,Trans Nzoia,Cherangany,Makutano
12093,AIC Dispensary (Isiolo),Isiolo,Isiolo,Isiolo,Wabera
24935,AIC Ikulumbutuni Dispensary,Kitui,Kitui,Kitui Rural,Kwavonza/Yatta
17431,AIC Kalamba Dispensary,Makueni,Makueni,Makueni,Nzaui/Kilili/Kalamba
23204,AIC Kijabe Hospital Nairobi Medical Centre,Nairobi,Nairobi,Dagoretti North,Kileleshwa
21455,AIC Lalang Amalo Health Center,Bomet,Bomet,Konoin,Embomos
14178,AIC Litein Mission Hospital,Kericho,Kericho,Bureti,Litein
17655,AIC Litein VCT,Kericho,Kericho,Bureti,Litein
12558,AIC Mukaa Dispensary,Makueni,Makueni,Kilome,Mukaa
20071,AIC Mununga Dispensary,Muranga,Muranga,Kigumo,Kinyona
20388,AIC Zion Medical Clinic,Nairobi,Nairobi,Kamukunji,Airbase
20736,AIDS Health Care Foundation Parklands Clinic,Nairobi,Nairobi,Westlands,Parklands/Highridge
22860,Aimo Dispensary,Homa Bay,Homa Bay,Rachuonyo South,East Kamagak
20538,Aimon Medical Clinic,Nairobi,Nairobi,Ruaraka,Lucky Summer
23383,Aims Medical Centre,Machakos,Machakos,Athi River,Athi River
20030,Aina Dispensary,Meru,Meru,Tigania West,Nkomo
16350,Ainabkoi (RCEA) Health Centre,Uasin Gishu,Uasin Gishu,Ainabkoi,Ainabkoi/Olare
19885,Ainamoi Dispensary,Nakuru,Nakuru,Kuresoi South,Kiptagich
14192,Ainamoi Health Centre,Kericho,Kericho,Ainamoi,Ainamoi
25073,Ainamoi Universal Care Clinic,Kericho,Kericho,Ainamoi,Ainamoi
11922,Air Port Medical Centre,Machakos,Machakos,Athi River,Syokimau/Mulolongo
19817,Airborne No Twist Huduma Bora Clinic,Kirinyaga,Kirinyaga,Kirinyaga East,Kabare
13469,Airport Health Centre (Kisumu),Kisumu,Kisumu,Kisumu West,Central Kisumu
11204,Airport View Medical Clinic,Mombasa,Mombasa,Changamwe,Airport
20370,Airtech Medical Clinic (Kajiado),Kajiado,Kajiado,Kajiado West,Keekonyokie
23364,Airtech Medical Clinic (Tharaka Nithi),Tharaka Nithi,Tharaka Nithi,Tharaka South,Nkondi
14193,Aiyebo Dispensary,Baringo,Baringo,Baringo North,Saimoi/Kipsaraman
23100,AJ Clinic,Kiambu,Kiambu,Kabete,Uthiru
18398,Ajam Mission Health Centre (Kajiado West),Kajiado,Kajiado,Kajiado West,Keekonyokie
23010,Ajam Mission Health centre (Kajiado),Kajiado,Kajiado,Kajiado West,Keekonyokie
13272,Ajawa Health Centre,Wajir,Wajir,Wajir North,Danaba
11923,Akachiu Health Centre,Meru,Meru,Igembe South,Kanuni
13470,Akado Dispensary,Homa Bay,Homa Bay,Mbita,Kasgunga
23339,Akaiga Dispensary,Meru,Meru,Tigania East,Mikinduri
13471,Akala Health Centre,Siaya,Siaya,Gem,South Gem
21365,Akatuman Dispensary,Turkana,Turkana,Turkana Central,Kang'atotha
17770,Akemo Medical Clinic,Mombasa,Mombasa,Likoni,Timbwani
14194,Akemo Nursing Home,Narok,Narok,Transmara West,Kilgoris Central
18764,Akicha Medical Services,Turkana,Turkana,Turkana Central,Lodwar Township
15792,Akichelesit Dispensary,Busia,Busia,Teso North,Ang'urai South
13462,Akidiva Clinic,Migori,Migori,Kuria West,Bukira Central/Ikerege
21103,Akidiva Kehancha Outpatient Clinic,Migori,Migori,Kuria West,Bukira East
21034,Akiriamasi Dispensary,Busia,Busia,Teso South,Amukura West
23986,Akithi Medical Centre,Meru,Meru,Tigania West,Akithii
20481,Akorian Dispensary,Baringo,Baringo,Baringo North,Saimo/Soi
24056,AKRAM MEDICAL CENTER LTD,Mandera,Mandera,Mandera West,Takaba
10604,Akshar Nursing Home,Kiambu,Kiambu,Kikuyu,Kikuyu
23509,Akukuranut Drop Off Point,Busia,Busia,Teso North,Malaba Central
20457,Akwichatis Health Centre,Baringo,Baringo,Tiaty East,Silale
18996,Al Amin Medical Clinic,Garissa,Garissa,Garissa,Galbet
18769,AL Amin Nursing Home,Nairobi,Nairobi,Kamukunji,Eastleigh North
17628,Al Azhar medical clinic,Mombasa,Mombasa,Mvita,Majengo
17899,Al Bilal Nursing Home,Marsabit,Marsabit,Moyale,Moyale Township
11208,Al Farooq Hospital,Mombasa,Mombasa,Mvita,Tononoka
19629,Al Fridaus Medical Clinic,Mombasa,Mombasa,Mvita,Tononoka
18997,Al Iklas Nursing Home,Garissa,Garissa,Garissa,Galbet
20963,AL Nur Medical Clinic & Laboratory,Kisumu,Kisumu,Kisumu Central,Market Milimani
19165,Al Qudus Clinic,Garissa,Garissa,Garissa,Galbet
23834,Al Rashad Nursing Home,Garissa,Garissa,Garissa,Galbet
11209,Al Riyadh Medical Clinic,Mombasa,Mombasa,Changamwe,Airport
11207,Al-Agsa Medical Clinic,Mombasa,Mombasa,Mvita,Majengo
14196,Alale (AIC) Health Centre,West Pokot,West Pokot,Pokot North,Alale
16367,Alale Health Centre,West Pokot,West Pokot,Pokot North,Alale
17886,Al-amin Medical Clinic,Kilifi,Kilifi,Malindi,Malindi Town
19000,Al-anasar Medical Clinic,Garissa,Garissa,Garissa,Township
13274,Al-Aqsa Medical Clinic,Garissa,Garissa,Garissa,Township
24495,AL-Aqsaa Maternity Hospiltal,Mombasa,Mombasa,Mvita,Majengo
17185,Al-Arbrar Medical Clinic,Samburu,Samburu,Samburu Central,Maralal
22533,Alaro community dispensary,Homa Bay,Homa Bay,Karachuonyo,West Karachuonyo
23302,Albertol Medicare,Kajiado,Kajiado,Loitokitok,Kuku
16530,Al-Bir Medical Centre,Mombasa,Mombasa,Mvita,Mji Wa Kale/Makadara
11210,Al-Bir Medical Centre (Kilindini),Mombasa,Mombasa,Changamwe,Kipevu
24124,Alcar Eye Clinic,Nakuru,Nakuru,Nakuru East,Biashara
19344,Aldai Medical Services,Nandi,Nandi,Nandi Hills,Nandi Hills
23640,Alestacare Medical Centre,Kiambu,Kiambu,Juja,Theta
22886,Alexandria Cancer Centre & Palliative Care Hospital,Nakuru,Nakuru,Nakuru West,London
24347,Alexandria General Hospital,Nandi,Nandi,Chesumei,Chemundu/Kapng'etunyi
16256,Alfa Clinic,Nyamira,Nyamira,Borabu,Esise
11924,Alfalah Nursing Home,Isiolo,Isiolo,Isiolo,Bulla Pesa
24443,Alfaroox  Medical Center,Mombasa,Mombasa,Mvita,Majengo
13275,Al-Faruq Dispensary,Garissa,Garissa,Garissa,Waberi
18998,Al-Faruq Medical Clinic,Garissa,Garissa,Garissa,Galbet
23310,Alfatah Medical Clinic,Taita Taveta,Taita Taveta,Taveta,Bomani
24071,Alfrose Medical Clinic,Kakamega,Kakamega,Khwisero,Kisa Central
13276,Al-Furaqan Clinic,Wajir,Wajir,Wajir East,Township
16801,Al-Gadhir Clinic,Nairobi,Nairobi,Dagoretti North,Kabiro
25452,Alhamdu Healthcare Ltd,Mandera,Mandera,Mandera East,Township
18982,Alhamdu Medical Clinic,Wajir,Wajir,Wajir South,Habasswein
13278,Al-Haqq Medical Clinic,Wajir,Wajir,Wajir East,Township
19031,Alhidaya Medical Clinic,Wajir,Wajir,Wajir West,Ademasajide
13279,Al-Hilal Clinic,Mandera,Mandera,Mandera East,Township
25056,AL-HUDA NURSING HOME,Wajir,Wajir,Wajir East,Township
22811,Ali Juja Hope Medical Centre,Kiambu,Kiambu,Juja,Juja
12869,Alice Nursing Home,Nairobi,Nairobi,Embakasi South,Kware
