ID,Emr Name,Voided,Created At,Updated At
96a19c90-f2bb-46aa-978e-71bd7a1d0a81,Funsoft,false,"March 13, 2024, 9:07 PM","March 13, 2024, 9:07 PM"
30c3d1f1-c1d4-49fe-9fda-c425f7b13419,MedBoss,false,"March 13, 2024, 9:07 PM","March 13, 2024, 9:07 PM"
5ba1067f-9e79-42a7-a6b0-e0bdad80583e,CHIS,false,"March 13, 2024, 9:07 PM","March 13, 2024, 9:07 PM"
d7752bd8-118a-4559-a612-5039fb836f98,KenyaEMR,false,"March 13, 2024, 9:07 PM","March 13, 2024, 9:07 PM"
41ecdc88-add3-4349-8aea-3ed7a9e2d07c,SmartCare,false,"March 13, 2024, 9:07 PM","March 13, 2024, 9:07 PM"
af28662a-f21d-454f-b64c-10158cc20bce,QAfya,false,"March 13, 2024, 9:07 PM","March 13, 2024, 9:07 PM"
a2429475-3f05-41d9-906d-9d8b0cbd4282,Collabmed,false,"May 20, 2024, 5:28 AM","May 20, 2024, 5:28 AM"
